time_sec,left_motor,right_motor,forward,backward,left_turn,right_turn,serial_command
331.2746,0,0,0,0,0,0,L0 R0
332.8909,0,0,0,0,0,0,L0 R0
334.507,0,0,0,0,0,0,L0 R0
336.1232,0,0,0,0,0,0,L0 R0
337.7394,0,0,0,0,0,0,L0 R0
339.3556,0,0,0,0,0,0,L0 R0
340.9718,0,0,0,0,0,0,L0 R0
342.588,0,0,0,0,0,0,L0 R0
344.2041,0,0,0,0,0,0,L0 R0
345.8203,0,0,0,0,0,0,L0 R0
347.4365,0,0,0,0,0,0,L0 R0
349.0528,0,0,0,0,0,0,L0 R0
350.669,0,0,0,0,0,0,L0 R0
352.2852,0,0,0,0,0,0,L0 R0
353.9013,0,0,0,0,0,0,L0 R0
355.5175,0,0,0,0,0,0,L0 R0
357.1337,0,0,0,0,0,0,L0 R0
358.7499,0,0,0,0,0,0,L0 R0
360.3661,0,0,0,0,0,0,L0 R0
361.9823,0,0,0,0,0,0,L0 R0
363.5985,0,0,0,0,0,0,L0 R0
365.2147,0,0,0,0,0,0,L0 R0
366.8309,0,0,0,0,0,0,L0 R0
368.4471,0,0,0,0,0,0,L0 R0
370.0633,0,0,0,0,0,0,L0 R0
371.6795,0,0,0,0,0,0,L0 R0
373.2957,0,0,0,0,0,0,L0 R0
374.9119,0,0,0,0,0,0,L0 R0
376.5281,0,0,0,0,0,0,L0 R0
378.1443,0,0,0,0,0,0,L0 R0
379.7605,0,0,0,0,0,0,L0 R0
381.3767,0,0,0,0,0,0,L0 R0
382.9929,0,0,0,0,0,0,L0 R0
384.6115,0,0,0,0,0,0,L0 R0
386.2253,0,0,0,0,0,0,L0 R0
387.8415,0,0,0,0,0,0,L0 R0
389.4577,0,0,0,0,0,0,L0 R0
391.0778,0,0,0,0,0,0,L0 R0
392.6901,0,0,0,0,0,0,L0 R0
394.3063,0,0,0,0,0,0,L0 R0
395.9226,0,0,0,0,0,0,L0 R0
397.5387,0,0,0,0,0,0,L0 R0
397.569,0,0,0,0,0,0,L0 R0
397.5979,0,0,0,0,0,0,L0 R0
397.6505,0,0,0,0,0,0,L0 R0
397.7002,0,0,0,0,0,0,L0 R0
397.7499,0,0,0,0,0,0,L0 R0
397.8006,0,0,0,0,0,0,L0 R0
397.8511,0,0,0,0,0,0,L0 R0
397.9012,0,0,0,0,0,0,L0 R0
397.9516,0,0,0,0,0,0,L0 R0
398.0008,0,0,0,0,0,0,L0 R0
398.0512,0,0,0,0,0,0,L0 R0
398.1014,0,0,0,0,0,0,L0 R0
398.1519,0,0,0,0,0,0,L0 R0
398.2025,0,0,0,0,0,0,L0 R0
398.2523,0,0,0,0,0,0,L0 R0
398.3022,0,0,0,0,0,0,L0 R0
398.352,0,0,0,0,0,0,L0 R0
398.4059,0,0,0,0,0,0,L0 R0
398.4516,0,0,0,0,0,0,L0 R0
398.5016,0,0,0,0,0,0,L0 R0
398.5518,0,0,0,0,0,0,L0 R0
398.6012,0,0,0,0,0,0,L0 R0
398.6527,0,0,0,0,0,0,L0 R0
398.7023,0,0,0,0,0,0,L0 R0
398.7521,0,0,0,0,0,0,L0 R0
398.8041,0,0,0,0,0,0,L0 R0
398.8531,0,0,0,0,0,0,L0 R0
398.9038,0,0,0,0,0,0,L0 R0
398.9543,0,0,0,0,0,0,L0 R0
399.0038,0,0,0,0,0,0,L0 R0
399.054,0,0,0,0,0,0,L0 R0
399.1039,0,0,0,0,0,0,L0 R0
399.1536,0,0,0,0,0,0,L0 R0
399.2039,0,0,0,0,0,0,L0 R0
399.2545,0,0,0,0,0,0,L0 R0
399.3049,0,0,0,0,0,0,L0 R0
399.3553,0,0,0,0,0,0,L0 R0
399.4051,0,0,0,0,0,0,L0 R0
399.4549,0,0,0,0,0,0,L0 R0
399.5054,0,0,0,0,0,0,L0 R0
399.5555,0,0,0,0,0,0,L0 R0
399.6047,0,0,0,0,0,0,L0 R0
399.6551,0,0,0,0,0,0,L0 R0
399.7052,0,0,0,0,0,0,L0 R0
399.7546,0,0,0,0,0,0,L0 R0
399.8054,0,0,0,0,0,0,L0 R0
399.8549,0,0,0,0,0,0,L0 R0
399.905,0,0,0,0,0,0,L0 R0
399.9554,0,0,0,0,0,0,L0 R0
400.0066,0,0,0,0,0,0,L0 R0
400.0565,0,0,0,0,0,0,L0 R0
400.1064,0,0,0,0,0,0,L0 R0
400.157,0,0,0,0,0,0,L0 R0
400.2074,0,0,0,0,0,0,L0 R0
400.2565,0,0,0,0,0,0,L0 R0
400.3074,0,0,0,0,0,0,L0 R0
400.3566,0,0,0,0,0,0,L0 R0
400.4076,0,0,0,0,0,0,L0 R0
400.4585,0,0,0,0,0,0,L0 R0
400.5094,0,0,0,0,0,0,L0 R0
400.559,0,0,0,0,0,0,L0 R0
400.6096,0,0,0,0,0,0,L0 R0
400.6598,0,0,0,0,0,0,L0 R0
400.7102,0,0,0,0,0,0,L0 R0
400.7622,0,0,0,0,0,0,L0 R0
400.8134,0,0,0,0,0,0,L0 R0
400.8629,0,0,0,0,0,0,L0 R0
400.9131,0,0,0,0,0,0,L0 R0
400.9634,0,0,0,0,0,0,L0 R0
401.0143,0,0,0,0,0,0,L0 R0
401.0644,0,0,0,0,0,0,L0 R0
401.1136,0,0,0,0,0,0,L0 R0
401.1636,0,0,0,0,0,0,L0 R0
401.2138,0,0,0,0,0,0,L0 R0
401.2642,0,0,0,0,0,0,L0 R0
401.3145,0,0,0,0,0,0,L0 R0
401.3644,0,0,0,0,0,0,L0 R0
401.4192,0,0,0,0,0,0,L0 R0
401.473,0,0,0,0,0,0,L0 R0
401.5232,0,0,0,0,0,0,L0 R0
401.5736,0,0,0,0,0,0,L0 R0
401.6227,0,0,0,0,0,0,L0 R0
401.6729,0,0,0,0,0,0,L0 R0
401.723,0,0,0,0,0,0,L0 R0
401.7747,0,0,0,0,0,0,L0 R0
401.8232,0,0,0,0,0,0,L0 R0
401.8733,0,0,0,0,0,0,L0 R0
401.9237,0,0,0,0,0,0,L0 R0
401.9742,0,0,0,0,0,0,L0 R0
402.0238,0,0,0,0,0,0,L0 R0
402.0738,0,0,0,0,0,0,L0 R0
402.1243,0,0,0,0,0,0,L0 R0
402.1743,0,0,0,0,0,0,L0 R0
402.2253,0,0,0,0,0,0,L0 R0
402.2763,0,0,0,0,0,0,L0 R0
402.3275,0,0,0,0,0,0,L0 R0
402.3779,0,0,0,0,0,0,L0 R0
402.4325,0,0,0,0,0,0,L0 R0
402.4795,0,0,0,0,0,0,L0 R0
402.5296,0,0,0,0,0,0,L0 R0
402.5799,0,0,0,0,0,0,L0 R0
402.63,0,0,0,0,0,0,L0 R0
402.6805,0,0,0,0,0,0,L0 R0
402.7313,0,0,0,0,0,0,L0 R0
402.7807,0,0,0,0,0,0,L0 R0
402.8308,0,0,0,0,0,0,L0 R0
402.8814,0,0,0,0,0,0,L0 R0
402.9324,0,0,0,0,0,0,L0 R0
402.9838,0,0,0,0,0,0,L0 R0
403.0339,0,0,0,0,0,0,L0 R0
403.084,0,0,0,0,0,0,L0 R0
403.134,0,0,0,0,0,0,L0 R0
403.1845,0,0,0,0,0,0,L0 R0
403.2346,0,0,0,0,0,0,L0 R0
403.2847,0,0,0,0,0,0,L0 R0
403.3354,0,0,0,0,0,0,L0 R0
403.3879,0,0,0,0,0,0,L0 R0
403.437,0,0,0,0,0,0,L0 R0
403.4866,0,0,0,0,0,0,L0 R0
403.5398,0,0,0,0,0,0,L0 R0
403.5946,0,0,0,0,0,0,L0 R0
403.6467,0,0,0,0,0,0,L0 R0
403.6966,0,0,0,0,0,0,L0 R0
403.7475,0,0,0,0,0,0,L0 R0
403.7917,0,0,0,0,0,0,L0 R0
403.8388,0,0,0,0,0,0,L0 R0
403.8885,0,0,0,0,0,0,L0 R0
403.9389,0,0,0,0,0,0,L0 R0
403.9892,0,0,0,0,0,0,L0 R0
404.0383,0,0,0,0,0,0,L0 R0
404.1008,0,0,0,0,0,0,L0 R0
404.1536,0,0,0,0,0,0,L0 R0
404.204,0,0,0,0,0,0,L0 R0
404.254,0,0,0,0,0,0,L0 R0
404.2978,0,0,0,0,0,0,L0 R0
404.3475,0,0,0,0,0,0,L0 R0
404.3979,0,0,0,0,0,0,L0 R0
404.4475,0,0,0,0,0,0,L0 R0
404.4978,0,0,0,0,0,0,L0 R0
404.548,0,0,0,0,0,0,L0 R0
404.5982,0,0,0,0,0,0,L0 R0
404.6484,0,0,0,0,0,0,L0 R0
404.6984,0,0,0,0,0,0,L0 R0
404.7493,0,0,0,0,0,0,L0 R0
404.8002,0,0,0,0,0,0,L0 R0
404.8501,0,0,0,0,0,0,L0 R0
404.9002,0,0,0,0,0,0,L0 R0
404.9499,0,0,0,0,0,0,L0 R0
404.9995,0,0,0,0,0,0,L0 R0
405.0496,0,0,0,0,0,0,L0 R0
405.0998,0,0,0,0,0,0,L0 R0
405.15,0,0,0,0,0,0,L0 R0
405.1994,0,0,0,0,0,0,L0 R0
405.2495,0,0,0,0,0,0,L0 R0
405.2996,0,0,0,0,0,0,L0 R0
405.3496,0,0,0,0,0,0,L0 R0
405.3996,0,0,0,0,0,0,L0 R0
405.4496,0,0,0,0,0,0,L0 R0
405.4999,0,0,0,0,0,0,L0 R0
405.5496,0,0,0,0,0,0,L0 R0
405.6002,0,0,0,0,0,0,L0 R0
405.65,0,0,0,0,0,0,L0 R0
405.7021,0,0,0,0,0,0,L0 R0
405.7524,0,0,0,0,0,0,L0 R0
405.803,0,0,0,0,0,0,L0 R0
405.8536,0,0,0,0,0,0,L0 R0
405.9039,0,0,0,0,0,0,L0 R0
405.9506,0,0,0,0,0,0,L0 R0
406.0034,0,0,0,0,0,0,L0 R0
406.0501,0,0,0,0,0,0,L0 R0
406.0994,0,0,0,0,0,0,L0 R0
406.1502,0,0,0,0,0,0,L0 R0
406.2016,0,0,0,0,0,0,L0 R0
406.2516,0,0,0,0,0,0,L0 R0
406.3057,0,0,0,0,0,0,L0 R0
406.3511,0,0,0,0,0,0,L0 R0
406.4007,0,0,0,0,0,0,L0 R0
406.4504,0,0,0,0,0,0,L0 R0
406.5012,0,0,0,0,0,0,L0 R0
406.5504,0,0,0,0,0,0,L0 R0
406.5995,0,0,0,0,0,0,L0 R0
406.65,0,0,0,0,0,0,L0 R0
406.7001,0,0,0,0,0,0,L0 R0
406.7501,0,0,0,0,0,0,L0 R0
406.7994,0,0,0,0,0,0,L0 R0
406.8493,0,0,0,0,0,0,L0 R0
406.8996,0,0,0,0,0,0,L0 R0
406.9501,0,0,0,0,0,0,L0 R0
407.0035,0,0,0,0,0,0,L0 R0
407.0591,0,0,0,0,0,0,L0 R0
407.1065,0,0,0,0,0,0,L0 R0
407.1563,0,0,0,0,0,0,L0 R0
407.2064,0,0,0,0,0,0,L0 R0
407.2564,0,0,0,0,0,0,L0 R0
407.3071,0,0,0,0,0,0,L0 R0
407.3566,0,0,0,0,0,0,L0 R0
407.4116,0,0,0,0,0,0,L0 R0
407.4671,0,0,0,0,0,0,L0 R0
407.5124,0,0,0,0,0,0,L0 R0
407.5616,0,0,0,0,0,0,L0 R0
407.6114,0,0,0,0,0,0,L0 R0
407.6623,0,0,0,0,0,0,L0 R0
407.7118,0,0,0,0,0,0,L0 R0
407.7621,0,0,0,0,0,0,L0 R0
407.8119,0,0,0,0,0,0,L0 R0
407.8621,0,0,0,0,0,0,L0 R0
408.6012,0,0,0,0,0,0,L0 R0
411.1396,0,0,0,0,0,0,L0 R0
413.8767,0,0,0,0,0,0,L0 R0
416.4082,0,0,0,0,0,0,L0 R0
418.4419,0,0,0,0,0,0,L0 R0
420.468,0,0,0,0,0,0,L0 R0
